marketplace,seller_id,order_id,order_line_id,sku,category,quantity,unit_price,gross_amount,commission_rate_expected,commission_charged,logistics_fee,campaign_discount,net_paid,order_date,payout_date,is_return,refund_amount,commission_refund
hepsiburada,1006,500944,500944-2,SKU-16,fashion,1,1539,1539,0.1,153.9,11,0,1374.1,2026-02-25,2026-02-28,0,0,0.0
trendyol,1000,500945,500945-2,SKU-58,electronics,1,978,978,0.2,195.6,56,0,726.4,2026-02-01,2026-02-09,1,978,195.6
hepsiburada,1010,500946,500946-2,SKU-21,fashion,3,276,828,0.2,165.6,17,0,645.4,2026-01-24,2026-01-31,0,0,0.0
hepsiburada,1003,500947,500947-2,SKU-5,fashion,1,1506,1506,0.15,217.9,47,0,1241.1,2026-01-21,2026-01-30,0,0,0.0
hepsiburada,1005,500948,500948-1,SKU-4,fashion,3,1051,3153,0.15,482.95,44,0,2626.05,2026-02-02,2026-02-07,1,3153,472.95
trendyol,1009,500949,500949-2,SKU-26,cosmetics,1,833,833,0.1,75.3,39,0,718.7,2026-02-17,2026-02-26,0,0,0.0
hepsiburada,1006,500950,500950-1,SKU-54,fashion,1,1954,1954,0.2,390.8,42,0,1521.2,2026-01-23,2026-01-27,1,1954,0.0
trendyol,1001,500951,500951-2,SKU-56,electronics,2,977,1954,0.1,205.4,37,50,1661.6,2026-02-13,2026-02-18,0,0,0.0
trendyol,1006,500952,500952-1,SKU-66,electronics,2,424,848,0.1,94.8,32,50,671.2,2026-02-28,2026-03-04,1,848,84.8
trendyol,1004,500953,500953-1,SKU-32,electronics,1,111,111,0.2,14.2,50,0,46.8,2026-01-12,2026-01-18,0,0,0.0
hepsiburada,1005,500954,500954-2,SKU-100,fashion,2,1921,3842,0.2,778.4,17,50,2996.6,2026-03-02,2026-03-07,0,0,0.0
hepsiburada,1001,500955,500955-1,SKU-55,home,1,1219,1219,0.2,253.8,43,0,922.2,2026-02-13,2026-02-19,0,0,0.0
hepsiburada,1000,500956,500956-1,SKU-51,electronics,3,412,1236,0.1,115.6,37,0,1083.4,2026-02-13,2026-02-20,0,0,0.0
hepsiburada,1003,500957,500957-2,SKU-30,cosmetics,2,661,1322,0.2,264.4,56,0,1001.5999999999999,2026-01-28,2026-02-07,1,1322,0.0
trendyol,1007,500958,500958-3,SKU-40,home,1,1017,1017,0.2,213.4,57,0,746.6,2026-01-20,2026-01-24,0,0,0.0
trendyol,1002,500959,500959-1,SKU-32,electronics,1,1298,1298,0.15,204.7,34,0,1059.3,2026-02-21,2026-02-24,0,0,0.0
hepsiburada,1001,500960,500960-2,SKU-90,cosmetics,2,491,982,0.2,188.4,28,0,765.6,2026-01-25,2026-02-01,1,982,0.0
hepsiburada,1002,500961,500961-1,SKU-93,fashion,3,108,324,0.15,48.6,10,50,215.39999999999998,2026-01-26,2026-02-04,1,324,48.6
trendyol,1003,500962,500962-1,SKU-73,home,1,366,366,0.2,73.2,47,0,245.8,2026-02-24,2026-03-02,0,0,0.0
trendyol,1003,500963,500963-3,SKU-9,home,3,877,2631,0.1,263.1,15,50,2302.9,2026-01-02,2026-01-07,0,0,0.0
hepsiburada,1003,500964,500964-3,SKU-72,cosmetics,2,994,1988,0.15,298.2,43,100,1546.8,2026-01-17,2026-01-23,0,0,0.0
trendyol,1007,500965,500965-2,SKU-1,electronics,1,1192,1192,0.2,238.4,25,0,928.6,2026-01-21,2026-01-31,0,0,0.0
trendyol,1004,500966,500966-3,SKU-74,fashion,2,964,1928,0.15,281.2,28,50,1568.8,2026-02-14,2026-02-21,0,0,0.0
trendyol,1003,500967,500967-3,SKU-99,fashion,2,630,1260,0.1,136.0,52,100,972.0,2026-01-12,2026-01-22,0,0,0.0
trendyol,1007,500968,500968-2,SKU-60,fashion,2,1400,2800,0.1,280.0,36,50,2434.0,2026-02-28,2026-03-07,0,0,0.0
trendyol,1009,500969,500969-2,SKU-68,home,1,183,183,0.1,18.3,48,100,16.69999999999999,2026-01-24,2026-01-30,0,0,0.0
hepsiburada,1000,500970,500970-2,SKU-59,electronics,2,1530,3060,0.15,459.0,49,0,2552.0,2026-02-27,2026-03-04,0,0,0.0
hepsiburada,1007,500971,500971-2,SKU-55,cosmetics,3,2000,6000,0.1,610.0,10,0,5380.0,2026-03-02,2026-03-10,0,0,0.0
hepsiburada,1000,500972,500972-1,SKU-97,home,1,581,581,0.1,58.1,56,50,416.9,2026-02-06,2026-02-15,0,0,0.0
trendyol,1007,500973,500973-1,SKU-57,fashion,3,1238,3714,0.2,742.8,57,50,2864.2,2026-02-11,2026-02-19,0,0,0.0
trendyol,1007,500974,500974-2,SKU-14,cosmetics,1,256,256,0.2,43.2,51,0,161.8,2026-02-09,2026-02-18,0,0,0.0
hepsiburada,1003,500975,500975-3,SKU-42,home,3,1624,4872,0.1,487.2,30,100,4254.8,2026-01-17,2026-01-25,1,4872,487.2
trendyol,1001,500976,500976-1,SKU-9,cosmetics,3,553,1659,0.15,258.85,42,0,1358.15,2026-01-04,2026-01-09,0,0,0.0
hepsiburada,1000,500977,500977-1,SKU-72,cosmetics,3,158,474,0.1,57.4,41,0,375.6,2026-01-22,2026-01-25,0,0,0.0
hepsiburada,1002,500978,500978-2,SKU-10,fashion,1,833,833,0.2,158.6,22,0,652.4,2026-02-19,2026-02-26,0,0,0.0
hepsiburada,1001,500979,500979-1,SKU-27,home,2,964,1928,0.1,192.8,59,50,1626.2,2026-02-20,2026-03-02,0,0,0.0
trendyol,1008,500980,500980-2,SKU-84,electronics,3,1370,4110,0.2,822.0,44,50,3194.0,2026-02-18,2026-02-27,0,0,0.0
trendyol,1002,500981,500981-1,SKU-7,home,1,121,121,0.1,4.1,23,50,43.900000000000006,2026-02-25,2026-03-03,1,121,0.0
hepsiburada,1008,500982,500982-3,SKU-69,electronics,1,544,544,0.2,118.8,41,50,334.2,2026-01-03,2026-01-07,0,0,0.0
hepsiburada,1009,500983,500983-1,SKU-39,cosmetics,3,1908,5724,0.2,1136.8,54,100,4433.2,2026-02-06,2026-02-09,0,0,0.0
trendyol,1000,500984,500984-1,SKU-51,cosmetics,2,1415,2830,0.1,283.0,40,0,2507.0,2026-01-03,2026-01-13,0,0,0.0
hepsiburada,1003,500985,500985-1,SKU-35,home,2,526,1052,0.1,97.2,49,50,855.8,2026-02-14,2026-02-22,0,0,0.0
trendyol,1006,500986,500986-1,SKU-5,home,3,1979,5937,0.15,900.55,10,50,4976.45,2026-01-08,2026-01-17,0,0,0.0
hepsiburada,1009,500987,500987-3,SKU-13,fashion,2,827,1654,0.2,330.8,28,50,1245.2,2026-02-20,2026-02-23,0,0,0.0
trendyol,1005,500988,500988-3,SKU-37,cosmetics,1,258,258,0.1,35.8,57,0,165.2,2026-01-15,2026-01-20,0,0,0.0
hepsiburada,1005,500989,500989-1,SKU-61,home,3,1324,3972,0.1,397.2,29,50,3495.8,2026-01-19,2026-01-23,0,0,0.0
trendyol,1006,500990,500990-1,SKU-45,electronics,1,262,262,0.1,36.2,51,100,74.80000000000001,2026-02-04,2026-02-10,0,0,0.0
hepsiburada,1000,500991,500991-1,SKU-79,cosmetics,3,860,2580,0.15,379.0,48,0,2153.0,2026-03-01,2026-03-11,0,0,0.0
hepsiburada,1003,500992,500992-3,SKU-12,cosmetics,3,1676,5028,0.15,746.2,44,100,4137.8,2026-01-12,2026-01-20,0,0,0.0
trendyol,1001,500993,500993-2,SKU-52,fashion,1,1832,1832,0.15,266.8,26,100,1439.2,2026-01-27,2026-02-02,1,1832,274.8
hepsiburada,1001,500994,500994-2,SKU-92,cosmetics,3,723,2169,0.1,216.9,36,0,1916.1,2026-02-19,2026-02-27,0,0,0.0
trendyol,1003,500995,500995-3,SKU-58,home,1,1772,1772,0.1,177.2,44,100,1450.8,2026-01-30,2026-02-04,0,0,0.0
trendyol,1010,500996,500996-2,SKU-13,electronics,2,777,1554,0.15,233.1,10,100,1210.9,2026-02-21,2026-03-01,0,0,0.0
hepsiburada,1010,500997,500997-3,SKU-79,home,3,713,2139,0.15,312.85,24,100,1702.15,2026-02-28,2026-03-09,0,0,0.0
trendyol,1008,500998,500998-2,SKU-98,cosmetics,3,144,432,0.1,43.2,43,50,295.8,2026-01-27,2026-02-02,0,0,0.0
trendyol,1003,500999,500999-1,SKU-38,cosmetics,3,975,2925,0.15,438.75,53,0,2433.25,2026-01-09,2026-01-15,1,2925,0.0
hepsiburada,1003,501000,501000-3,SKU-61,electronics,2,1945,3890,0.15,583.5,55,100,3151.5,2026-01-10,2026-01-16,0,0,0.0
hepsiburada,1008,501001,501001-2,SKU-21,fashion,2,1590,3180,0.1,318.0,45,100,2717.0,2026-02-09,2026-02-18,0,0,0.0
trendyol,1003,501002,501002-1,SKU-78,electronics,1,1293,1293,0.1,129.3,56,0,1107.7,2026-01-15,2026-01-22,0,0,0.0
hepsiburada,1003,501003,501003-2,SKU-10,home,1,1024,1024,0.15,145.6,48,0,830.4,2026-01-31,2026-02-08,0,0,0.0
trendyol,1003,501004,501004-1,SKU-29,fashion,3,182,546,0.15,81.9,49,100,315.1,2026-02-15,2026-02-24,0,0,0.0
hepsiburada,1008,501005,501005-2,SKU-31,cosmetics,2,1204,2408,0.15,353.2,53,0,2001.8000000000002,2026-02-25,2026-02-28,0,0,0.0
hepsiburada,1001,501006,501006-2,SKU-93,home,3,1211,3633,0.1,363.3,28,0,3241.7,2026-01-20,2026-01-23,1,3633,0.0
trendyol,1007,501007,501007-2,SKU-20,electronics,1,1716,1716,0.2,343.2,25,0,1347.8,2026-01-10,2026-01-16,0,0,0.0
trendyol,1010,501008,501008-2,SKU-29,cosmetics,1,104,104,0.2,30.8,35,50,-11.799999999999997,2026-01-08,2026-01-15,0,0,0.0
trendyol,1000,501009,501009-3,SKU-94,electronics,2,730,1460,0.1,146.0,46,50,1218.0,2026-01-18,2026-01-27,0,0,0.0
trendyol,1008,501010,501010-3,SKU-87,home,1,1161,1161,0.2,232.2,52,100,776.8,2026-01-14,2026-01-21,1,1161,0.0
hepsiburada,1009,501011,501011-2,SKU-15,fashion,3,602,1806,0.1,180.6,28,50,1547.4,2026-01-11,2026-01-15,0,0,0.0
trendyol,1006,501012,501012-1,SKU-34,cosmetics,1,515,515,0.1,51.5,31,0,432.5,2026-02-03,2026-02-11,0,0,0.0
hepsiburada,1008,501013,501013-2,SKU-54,electronics,2,267,534,0.15,80.1,55,50,348.9,2026-02-01,2026-02-05,0,0,0.0
trendyol,1003,501014,501014-2,SKU-45,home,3,684,2052,0.15,317.8,41,50,1643.2,2026-02-13,2026-02-17,0,0,0.0
trendyol,1010,501015,501015-1,SKU-40,electronics,1,1731,1731,0.15,251.64999999999998,51,0,1428.35,2026-01-19,2026-01-24,0,0,0.0
hepsiburada,1005,501016,501016-2,SKU-97,electronics,3,1054,3162,0.1,316.2,42,0,2803.8,2026-02-22,2026-02-28,0,0,0.0
hepsiburada,1005,501017,501017-2,SKU-35,electronics,3,1784,5352,0.1,535.2,38,0,4778.8,2026-01-23,2026-01-30,0,0,0.0
trendyol,1007,501018,501018-3,SKU-28,cosmetics,3,486,1458,0.2,291.6,31,0,1135.4,2026-02-28,2026-03-08,0,0,0.0
hepsiburada,1009,501019,501019-2,SKU-65,cosmetics,3,1055,3165,0.15,484.75,47,100,2533.25,2026-01-06,2026-01-09,0,0,0.0
trendyol,1000,501020,501020-3,SKU-75,electronics,1,257,257,0.1,25.7,13,0,218.3,2026-01-23,2026-01-29,0,0,0.0
hepsiburada,1003,501021,501021-2,SKU-78,fashion,2,185,370,0.1,37.0,23,0,310.0,2026-02-12,2026-02-16,0,0,0.0
trendyol,1007,501022,501022-1,SKU-17,home,1,737,737,0.2,139.4,28,0,569.6,2026-02-28,2026-03-04,0,0,0.0
hepsiburada,1002,501023,501023-1,SKU-37,electronics,3,947,2841,0.1,284.1,30,0,2526.9,2026-01-22,2026-01-31,1,2841,0.0
trendyol,1001,501024,501024-1,SKU-9,fashion,3,1794,5382,0.15,807.3,33,0,4541.7,2026-01-20,2026-01-23,0,0,0.0
hepsiburada,1006,501025,501025-2,SKU-62,electronics,2,1641,3282,0.2,648.4,26,50,2557.6,2026-01-19,2026-01-25,1,3282,0.0
hepsiburada,1010,501026,501026-2,SKU-12,fashion,1,1510,1510,0.2,302.0,14,100,1094.0,2026-01-30,2026-02-04,0,0,0.0
hepsiburada,1000,501027,501027-3,SKU-23,electronics,3,883,2649,0.2,529.8,25,100,1994.1999999999998,2026-02-24,2026-03-03,0,0,0.0
trendyol,1003,501028,501028-1,SKU-51,home,3,649,1947,0.2,399.4,11,100,1436.6,2026-01-25,2026-02-04,1,1947,389.4
hepsiburada,1005,501029,501029-3,SKU-67,cosmetics,2,354,708,0.2,133.6,47,50,477.4,2026-01-09,2026-01-12,0,0,0.0
trendyol,1002,501030,501030-1,SKU-23,electronics,2,547,1094,0.15,164.1,48,100,781.9,2026-02-17,2026-02-25,0,0,0.0
hepsiburada,1000,501031,501031-1,SKU-71,home,1,1400,1400,0.1,140.0,16,50,1194.0,2026-02-16,2026-02-26,0,0,0.0
trendyol,1008,501032,501032-1,SKU-21,fashion,1,294,294,0.15,54.1,14,100,125.9,2026-02-03,2026-02-09,0,0,0.0
hepsiburada,1005,501033,501033-1,SKU-20,fashion,2,133,266,0.15,31.9,27,0,207.1,2026-01-18,2026-01-28,1,266,39.9
hepsiburada,1007,501034,501034-1,SKU-2,electronics,1,133,133,0.1,13.3,24,50,45.7,2026-02-08,2026-02-18,1,133,0.0
hepsiburada,1010,501035,501035-1,SKU-88,cosmetics,1,1750,1750,0.2,342.0,31,0,1377.0,2026-01-31,2026-02-08,1,1750,0.0
hepsiburada,1004,501036,501036-1,SKU-8,cosmetics,3,720,2160,0.2,432.0,13,50,1665.0,2026-01-10,2026-01-19,0,0,0.0
trendyol,1004,501037,501037-2,SKU-19,electronics,1,1205,1205,0.2,251.0,15,50,889.0,2026-01-30,2026-02-03,1,1205,241.0
trendyol,1005,501038,501038-1,SKU-50,cosmetics,3,682,2046,0.1,204.6,50,0,1791.4,2026-02-25,2026-03-05,1,2046,204.6
hepsiburada,1007,501039,501039-3,SKU-19,home,2,962,1924,0.15,288.6,21,0,1614.4,2026-02-09,2026-02-16,1,1924,0.0
hepsiburada,1005,501040,501040-1,SKU-34,electronics,3,1003,3009,0.1,300.9,49,50,2609.1,2026-01-14,2026-01-17,0,0,0.0
trendyol,1004,501041,501041-1,SKU-46,home,2,372,744,0.2,158.8,40,0,545.2,2026-01-14,2026-01-17,0,0,0.0
trendyol,1003,501042,501042-3,SKU-48,electronics,2,1097,2194,0.15,329.1,52,0,1812.9,2026-01-08,2026-01-11,0,0,0.0
trendyol,1005,501043,501043-1,SKU-24,fashion,1,887,887,0.2,177.4,31,0,678.6,2026-01-18,2026-01-23,0,0,0.0
hepsiburada,1001,501044,501044-3,SKU-1,cosmetics,2,1731,3462,0.15,511.29999999999995,22,100,2828.7,2026-01-06,2026-01-10,0,0,0.0
trendyol,1003,501045,501045-1,SKU-18,electronics,2,1378,2756,0.15,413.4,36,100,2206.6,2026-01-26,2026-02-01,1,2756,413.4
hepsiburada,1003,501046,501046-1,SKU-88,electronics,2,642,1284,0.15,192.6,13,0,1078.4,2026-03-01,2026-03-04,0,0,0.0
trendyol,1008,501047,501047-2,SKU-81,home,1,1922,1922,0.1,202.2,17,50,1652.8,2026-02-23,2026-03-03,0,0,0.0
hepsiburada,1002,501048,501048-2,SKU-42,fashion,3,1511,4533,0.2,916.6,58,0,3558.4,2026-02-14,2026-02-23,1,4533,0.0
trendyol,1009,501049,501049-1,SKU-84,cosmetics,3,663,1989,0.1,198.9,11,0,1779.1,2026-01-31,2026-02-06,0,0,0.0
hepsiburada,1007,501050,501050-2,SKU-5,fashion,1,714,714,0.15,107.1,53,100,453.9,2026-02-27,2026-03-03,0,0,0.0
trendyol,1006,501051,501051-2,SKU-34,fashion,3,1416,4248,0.1,424.8,20,0,3803.2,2026-01-12,2026-01-18,0,0,0.0
trendyol,1001,501052,501052-2,SKU-94,home,3,1923,5769,0.1,586.9,42,50,5090.1,2026-01-17,2026-01-21,1,5769,576.9
hepsiburada,1006,501053,501053-1,SKU-39,fashion,1,591,591,0.2,118.2,44,0,428.8,2026-01-20,2026-01-26,0,0,0.0
trendyol,1002,501054,501054-2,SKU-93,home,3,1432,4296,0.2,859.2,24,50,3362.8,2026-01-12,2026-01-16,0,0,0.0
hepsiburada,1004,501055,501055-1,SKU-7,home,1,1394,1394,0.2,278.8,47,0,1068.2,2026-02-10,2026-02-20,0,0,0.0
trendyol,1006,501056,501056-3,SKU-5,fashion,2,178,356,0.15,53.4,20,50,232.60000000000002,2026-02-09,2026-02-18,0,0,0.0
trendyol,1003,501057,501057-3,SKU-14,home,1,1180,1180,0.1,128.0,24,50,978.0,2026-01-08,2026-01-16,0,0,0.0
hepsiburada,1008,501058,501058-2,SKU-23,cosmetics,3,1159,3477,0.2,705.4,52,0,2719.6,2026-01-12,2026-01-22,1,3477,0.0
trendyol,1008,501059,501059-1,SKU-88,home,1,287,287,0.15,43.05,56,0,187.95,2026-01-29,2026-02-04,0,0,0.0
trendyol,1000,501060,501060-2,SKU-61,cosmetics,1,807,807,0.15,131.05,45,100,530.95,2026-02-28,2026-03-04,1,807,121.05
hepsiburada,1004,501061,501061-3,SKU-97,home,3,1317,3951,0.2,800.2,30,50,3070.8,2026-02-17,2026-02-21,0,0,0.0
trendyol,1004,501062,501062-2,SKU-11,cosmetics,3,466,1398,0.15,209.7,15,100,1073.3,2026-01-26,2026-02-01,0,0,0.0
hepsiburada,1001,501063,501063-1,SKU-65,home,2,1907,3814,0.1,381.4,52,0,3380.6,2026-01-09,2026-01-12,0,0,0.0
hepsiburada,1002,501064,501064-1,SKU-70,home,1,1361,1361,0.1,128.1,38,50,1144.9,2026-03-02,2026-03-05,1,1361,0.0
trendyol,1010,501065,501065-2,SKU-23,cosmetics,2,726,1452,0.1,155.2,18,100,1178.8,2026-01-19,2026-01-24,0,0,0.0
hepsiburada,1010,501066,501066-2,SKU-47,cosmetics,1,577,577,0.1,49.7,38,0,489.29999999999995,2026-02-09,2026-02-15,0,0,0.0
trendyol,1009,501067,501067-3,SKU-95,fashion,3,1746,5238,0.15,785.7,24,0,4428.3,2026-02-20,2026-02-23,0,0,0.0
hepsiburada,1003,501068,501068-2,SKU-72,electronics,3,1851,5553,0.2,1102.6,51,0,4399.4,2026-01-23,2026-02-02,0,0,0.0
trendyol,1010,501069,501069-3,SKU-24,electronics,2,1332,2664,0.15,399.6,13,100,2151.4,2026-02-09,2026-02-17,1,2664,0.0
trendyol,1006,501070,501070-2,SKU-58,cosmetics,2,565,1130,0.15,161.5,60,0,908.5,2026-01-14,2026-01-23,0,0,0.0
hepsiburada,1002,501071,501071-2,SKU-47,fashion,1,787,787,0.1,78.7,11,0,697.3,2026-02-28,2026-03-04,1,787,78.7
hepsiburada,1004,501072,501072-2,SKU-70,fashion,1,366,366,0.2,83.2,28,100,154.8,2026-02-05,2026-02-11,1,366,73.2
hepsiburada,1009,501073,501073-1,SKU-50,home,1,925,925,0.1,92.5,53,0,779.5,2026-02-01,2026-02-04,0,0,0.0
hepsiburada,1001,501074,501074-1,SKU-16,home,1,600,600,0.15,82.0,59,100,359.0,2026-02-21,2026-03-02,1,600,0.0
hepsiburada,1009,501075,501075-1,SKU-40,fashion,3,1034,3102,0.2,620.4,20,0,2461.6,2026-02-15,2026-02-24,0,0,0.0
trendyol,1001,501076,501076-3,SKU-56,cosmetics,1,1858,1858,0.15,278.7,37,100,1442.3,2026-02-11,2026-02-21,0,0,0.0
trendyol,1009,501077,501077-3,SKU-68,fashion,1,738,738,0.2,147.6,19,50,521.4,2026-01-03,2026-01-07,0,0,0.0
hepsiburada,1009,501078,501078-1,SKU-49,electronics,3,250,750,0.15,122.5,51,0,576.5,2026-02-04,2026-02-13,0,0,0.0
trendyol,1001,501079,501079-1,SKU-11,home,2,1282,2564,0.1,266.4,26,50,2221.6,2026-02-24,2026-02-28,1,2564,256.4
hepsiburada,1006,501080,501080-3,SKU-86,home,1,1914,1914,0.15,287.1,49,0,1577.9,2026-01-13,2026-01-23,0,0,0.0
trendyol,1002,501081,501081-3,SKU-5,electronics,3,1830,5490,0.15,823.5,53,50,4563.5,2026-02-14,2026-02-21,0,0,0.0
hepsiburada,1009,501082,501082-2,SKU-77,home,3,582,1746,0.1,174.6,51,0,1520.4,2026-01-18,2026-01-21,0,0,0.0
trendyol,1004,501083,501083-2,SKU-19,home,3,673,2019,0.15,302.85,43,0,1673.15,2026-01-22,2026-01-30,0,0,0.0
hepsiburada,1002,501084,501084-2,SKU-80,home,1,305,305,0.2,71.0,24,100,110.0,2026-02-03,2026-02-07,1,305,0.0
trendyol,1007,501085,501085-3,SKU-58,fashion,2,1556,3112,0.2,622.4,60,0,2429.6,2026-02-03,2026-02-09,0,0,0.0
trendyol,1000,501086,501086-2,SKU-33,electronics,1,292,292,0.1,29.2,53,0,209.8,2026-02-15,2026-02-18,0,0,0.0
trendyol,1000,501087,501087-3,SKU-22,home,3,1237,3711,0.2,742.2,43,0,2925.8,2026-01-31,2026-02-07,0,0,0.0
trendyol,1010,501088,501088-3,SKU-64,cosmetics,1,609,609,0.15,91.35,26,50,441.65,2026-01-25,2026-02-02,0,0,0.0
trendyol,1008,501089,501089-2,SKU-10,fashion,1,1436,1436,0.15,215.4,36,50,1134.6,2026-01-28,2026-02-06,0,0,0.0
trendyol,1001,501090,501090-1,SKU-38,electronics,3,1342,4026,0.2,805.2,28,50,3142.8,2026-02-06,2026-02-10,0,0,0.0
trendyol,1001,501091,501091-3,SKU-2,electronics,1,500,500,0.1,50.0,59,100,291.0,2026-01-21,2026-01-28,0,0,0.0
trendyol,1010,501092,501092-1,SKU-77,electronics,2,150,300,0.1,30.0,54,100,116.0,2026-01-04,2026-01-12,1,300,30.0
hepsiburada,1009,501093,501093-1,SKU-52,cosmetics,1,379,379,0.2,85.8,52,0,241.2,2026-02-02,2026-02-11,0,0,0.0
trendyol,1003,501094,501094-2,SKU-11,home,1,556,556,0.1,55.6,10,0,490.4,2026-01-11,2026-01-20,1,556,55.6
hepsiburada,1010,501095,501095-2,SKU-47,electronics,1,1578,1578,0.1,167.8,28,0,1382.2,2026-01-24,2026-01-27,0,0,0.0
trendyol,1008,501096,501096-3,SKU-18,cosmetics,1,364,364,0.15,54.6,34,0,275.4,2026-01-25,2026-02-02,1,364,54.6
trendyol,1007,501097,501097-1,SKU-55,cosmetics,2,939,1878,0.1,187.8,45,50,1595.2,2026-01-12,2026-01-21,0,0,0.0
hepsiburada,1001,501098,501098-1,SKU-85,home,1,635,635,0.1,55.5,13,50,516.5,2026-02-25,2026-03-03,1,635,0.0
trendyol,1003,501099,501099-1,SKU-54,cosmetics,3,1548,4644,0.15,706.6,15,0,3922.4,2026-02-20,2026-02-26,1,4644,696.6
hepsiburada,1009,501100,501100-1,SKU-72,fashion,1,144,144,0.15,13.600000000000001,13,0,117.4,2026-01-02,2026-01-12,0,0,0.0
trendyol,1006,501101,501101-3,SKU-49,fashion,1,522,522,0.1,44.2,19,0,458.8,2026-02-13,2026-02-17,0,0,0.0
trendyol,1001,501102,501102-1,SKU-99,electronics,1,556,556,0.1,55.6,33,50,417.4,2026-01-24,2026-02-01,0,0,0.0
hepsiburada,1000,501103,501103-1,SKU-90,cosmetics,1,576,576,0.1,57.6,14,0,504.4,2026-02-28,2026-03-08,1,576,57.6
trendyol,1008,501104,501104-3,SKU-23,fashion,3,803,2409,0.2,481.8,50,50,1827.2,2026-02-15,2026-02-18,0,0,0.0
trendyol,1005,501105,501105-2,SKU-2,cosmetics,3,1584,4752,0.2,960.4,25,50,3716.6,2026-02-06,2026-02-09,0,0,0.0
hepsiburada,1005,501106,501106-3,SKU-6,electronics,3,754,2262,0.15,339.3,41,0,1881.7,2026-02-03,2026-02-08,0,0,0.0
trendyol,1000,501107,501107-3,SKU-32,electronics,1,1047,1047,0.1,114.7,42,50,840.3,2026-02-17,2026-02-25,0,0,0.0
trendyol,1005,501108,501108-3,SKU-16,fashion,3,1777,5331,0.1,533.1,35,50,4712.9,2026-01-06,2026-01-16,0,0,0.0
trendyol,1004,501109,501109-1,SKU-59,electronics,2,1511,3022,0.1,312.2,59,50,2600.8,2026-03-01,2026-03-05,0,0,0.0
trendyol,1001,501110,501110-3,SKU-1,electronics,2,1941,3882,0.2,768.4,60,0,3053.6,2026-02-01,2026-02-07,0,0,0.0
trendyol,1008,501111,501111-1,SKU-74,fashion,3,358,1074,0.1,107.4,16,0,950.6,2026-02-18,2026-02-24,0,0,0.0
trendyol,1010,501112,501112-1,SKU-97,fashion,1,649,649,0.2,121.80000000000001,28,0,499.20000000000005,2026-01-18,2026-01-27,1,649,0.0
hepsiburada,1002,501113,501113-2,SKU-28,home,1,803,803,0.2,170.6,16,0,616.4,2026-02-08,2026-02-15,1,803,0.0
trendyol,1003,501114,501114-1,SKU-44,fashion,1,1503,1503,0.1,150.3,49,0,1303.7,2026-01-12,2026-01-19,0,0,0.0
trendyol,1008,501115,501115-2,SKU-15,fashion,2,525,1050,0.1,115.0,60,0,875.0,2026-02-24,2026-02-28,0,0,0.0
hepsiburada,1007,501116,501116-3,SKU-52,cosmetics,2,1491,2982,0.1,298.2,35,0,2648.8,2026-01-23,2026-02-02,1,2982,0.0
trendyol,1007,501117,501117-2,SKU-59,fashion,1,1049,1049,0.1,104.9,22,50,872.1,2026-01-02,2026-01-09,0,0,0.0
hepsiburada,1005,501118,501118-1,SKU-25,home,2,1880,3760,0.1,376.0,37,0,3347.0,2026-02-05,2026-02-15,0,0,0.0
hepsiburada,1009,501119,501119-1,SKU-40,cosmetics,2,1986,3972,0.2,794.4,11,0,3166.6,2026-01-06,2026-01-14,0,0,0.0
hepsiburada,1002,501120,501120-3,SKU-67,cosmetics,3,975,2925,0.15,430.75,44,0,2450.25,2026-01-04,2026-01-11,0,0,0.0
hepsiburada,1003,501121,501121-1,SKU-32,home,2,1049,2098,0.1,209.8,32,50,1806.2,2026-02-28,2026-03-08,0,0,0.0
hepsiburada,1010,501122,501122-2,SKU-27,electronics,2,517,1034,0.2,206.8,58,0,769.2,2026-02-26,2026-03-05,0,0,0.0
trendyol,1006,501123,501123-3,SKU-30,electronics,1,811,811,0.15,121.65,46,0,643.35,2026-02-01,2026-02-06,1,811,0.0
hepsiburada,1003,501124,501124-2,SKU-89,cosmetics,1,1287,1287,0.2,267.4,24,0,995.6,2026-02-23,2026-03-04,0,0,0.0
trendyol,1007,501125,501125-3,SKU-93,cosmetics,2,701,1402,0.15,210.3,35,100,1056.7,2026-02-08,2026-02-17,0,0,0.0
trendyol,1007,501126,501126-1,SKU-46,fashion,2,1100,2200,0.15,330.0,18,0,1852.0,2026-01-07,2026-01-14,1,2200,330.0
trendyol,1002,501127,501127-2,SKU-5,cosmetics,2,1992,3984,0.2,796.8,19,100,3068.2,2026-02-02,2026-02-09,1,3984,796.8
hepsiburada,1005,501128,501128-1,SKU-35,cosmetics,3,499,1497,0.1,159.7,28,50,1259.3,2026-02-12,2026-02-17,0,0,0.0
hepsiburada,1005,501129,501129-1,SKU-47,fashion,2,167,334,0.15,42.1,56,50,185.89999999999998,2026-01-13,2026-01-23,0,0,0.0
hepsiburada,1008,501130,501130-1,SKU-44,fashion,1,820,820,0.2,164.0,41,100,515.0,2026-02-14,2026-02-21,0,0,0.0
trendyol,1004,501131,501131-1,SKU-37,home,1,800,800,0.15,112.0,27,50,611.0,2026-02-24,2026-03-05,0,0,0.0
hepsiburada,1002,501132,501132-3,SKU-28,electronics,2,1079,2158,0.1,225.8,49,0,1883.2,2026-02-01,2026-02-10,1,2158,0.0
